respondent,group,questionnaire,submitted_timestamp,source_path,question_code,question_text,type,subscale,category,accuracy,stimulus_form,stimulus_title,response_raw,response_clean,response_numeric,score_value,score_confidence,score_method,score_explanation
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.1,7.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Long,The Town,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.2,7.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Long,The Town,3 = Confident,3 = Confident,3.0,3.0,3.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,8.1,8.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Friends,No,No,0.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,8.2,8.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Friends,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,9.1,9.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Short,Abbot Elementary,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,9.2,9.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Short,Abbot Elementary,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,,Please enter your participant number. You received your participant number in the email that included the link to this survey. Please enter it exactly as shown in that email.,open-ended,,,,,,19,19,,,,,
19,D,Post,2025-10-20 17:13:36,data/Post/Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,,Timestamp,,,,,,,10/20/2025 17:13:36,10/20/2025 17:13:36,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,1.1,1.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Short,Abbot Elementary,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,1.2,1.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Short,Abbot Elementary,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,10,10. Did you understand the scene while watching it last week?,,,,,,,3 = Understood it well,3 = Understood it well,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,10.1,10.1. What helped your understanding?,,,,,,,Just staying focused and paying attention.,Just staying focused and paying attention.,,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,11,"11. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",,,,,,,"Excitement, Suspense, Amusement","Excitement, Suspense, Amusement",,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,12,12. How easy or difficult was it to remember details from this scene?,,,,,,,4 = Very easy,4 = Very easy,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,13,"13. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Long,The Town,The certain gentleman woul not eat the pizza. And his coworkers were teasing him.,The certain gentleman woul not eat the pizza. And his coworkers were teasing him.,,0.0,95.0,stage5_recall_keymoment,The participant's response about a gentleman not eating pizza and being teased by coworkers is entirely unrelated to any of the MODEL EVENTS for this key moment. No relevant details are recalled.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,13.1,13.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,The Town,2 = Somewhat confident,2 = Somewhat confident,2.0,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,14,14. What happens at the end of this scene?,multiple,recall,target,,Long,The Town,A. Gregory leaves the room,A. Gregory leaves the room,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,14.1,14.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,The Town,2 = Somewhat confident,2 = Somewhat confident,2.0,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,15,15. Did you understand the scene while watching it last week?,binary,comprehension,target,,Long,The Town,3 = Understood it well,3 = Understood it well,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,15.1,15.1. What helped your understanding?,open-ended,comprehension,target,,Long,The Town,Paying attention. Also not being an entire episode.,Paying attention. Also not being an entire episode.,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,16,"16. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Long,The Town,"Excitement, Happiness, Confusion, Amusement","Excitement, Happiness, Confusion, Amusement",,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,17,17. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Long,The Town,4 = Very easy,4 = Very easy,4.0,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,18,"18. Overall, how well do you think you remembered the video content from last week?",,,,,,,4 = Extremely well,4 = Extremely well,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,19,19. How confident are you in your answers on this questionnaire?,,,,,,,4 = Extremely confident,4 = Extremely confident,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,2.1,2.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Goodfellas,No,No,0.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,2.2,2.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Goodfellas,3 = Confident,3 = Confident,3.0,3.0,3.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,3.1,3.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,Schittss Creek,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,3.2,3.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,Schittss Creek,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,4.1,4.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Long,The Town,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,4.2,4.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Long,The Town,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,5.1,5.1. Did you see this scene in the videos you watched last week?,binary,recognition,unseen,miss,Short,Abbot Elementary,No,No,0.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,5.2,5.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,unseen,miss,Short,Abbot Elementary,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,6.1,6.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Seinfeld,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,6.2,6.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Seinfeld,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,7.1,7.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Long,The Town,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,7.2,7.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Long,The Town,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,8,"8. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",,,,,,,These masked men were going to rob a bank.,These masked men were going to rob a bank.,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,8.1,8.1. How confident are you in your answer? Please rate your confidence below.,,,,,,,4 = Extremely confident,4 = Extremely confident,,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,9,9. What happens at the end of this scene?,,,,,,,D. They take a hostage,D. They take a hostage,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,9.1,9.1. How confident are you in your answer? Please rate your confidence below.,,,,,,,4 = Extremely confident,4 = Extremely confident,,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,,Please enter your participant number. You received your participant number in the email that included the link to this survey. Please enter it exactly as shown in that email.,open-ended,,,,,,2,2,,,,,
2,D,Post,2025-10-15 19:35:43,data/Post/Group D_Post Viewing Questionnaire Part Two.csv,,Timestamp,,,,,,,10/15/2025 19:35:43,10/15/2025 19:35:43,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,1.1,1.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Long,Mad Max,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,1.2,1.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Long,Mad Max,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,10.1,10.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,The Office,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,10.2,10.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,The Office,3 = Confident,3 = Confident,3.0,3.0,3.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.1,11.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Sherlock Holmes,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,11.2,11.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Sherlock Holmes,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.1,12.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor2,hit,Short,The Office,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,12.2,12.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor2,hit,Short,The Office,3 = Confident,3 = Confident,3.0,3.0,3.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13,"13. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Short,Abbot Elementary,One of his colleagues got him his own pizza for their pizza day for the teachers in the teacher lounge and the pizza was soggy when he lifted it and then he told them that he doesn’t like pizza and everyone in the room was shocked and questioning him about not liking pizza. Then he told them the reason why he doesn’t like pizza,One of his colleagues got him his own pizza for their pizza day for the teachers in the teacher lounge and the pizza was soggy when he lifted it and then he told them that he doesn’t like pizza and everyone in the room was shocked and questioning him about not liking pizza. Then he told them the reason why he doesn’t like pizza,,75.0,90.0,stage5_recall_keymoment,"The participant recalls that a colleague got Gregory his own (soggy) pizza, that he admitted to not liking pizza, and that the group was shocked and questioned him. The response misses details about Gregory inventing the Baltimore-style pizza story, the coworkers' theatrical reactions, and the follow-up about other foods, but captures the core confession and group reaction."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,13.1,13.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,Abbot Elementary,3 = Confident,3 = Confident,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14,14. What happens at the end of this scene?,multiple,recall,target,,Short,Abbot Elementary,A. Gregory leaves the room,A. Gregory leaves the room,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,14.1,14.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Short,Abbot Elementary,3 = Confident,3 = Confident,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15,15. Did you understand the scene while watching it last week?,binary,comprehension,target,,Short,Abbot Elementary,2 = Somewhat,2 = Somewhat,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15.1,15.1. What helped your understanding?,open-ended,comprehension,target,,Short,Abbot Elementary,On what they were talking about and the thing was a teacher not liking pizza,On what they were talking about and the thing was a teacher not liking pizza,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,15.1,15.1. What would have improved your understanding?,open-ended,comprehension,target,,Short,Abbot Elementary,If the clips were a bit longer so I could get a better understanding of the whole clip,If the clips were a bit longer so I could get a better understanding of the whole clip,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,16,"16. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Short,Abbot Elementary,Disgust,Disgust,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,17,17. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Short,Abbot Elementary,3 = Easy,3 = Easy,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18,"18. What happened in the scene? Please write a brief summary as accurately as you can. Try to include the main events and any key characters you remember. It’s okay if you don’t remember everything, just do your best.",open-ended,recall,target,,Long,Mad Max,The war take driver had 5 girls that she was smuggling east to get away from their husband and when the husband found out he sent people to get his wife’s back and their was a fight to get them back and when they went off road to head east the people that was with them was confused why and where they left from someone alerted the husband and he sent people to retrieve them,The war take driver had 5 girls that she was smuggling east to get away from their husband and when the husband found out he sent people to get his wife’s back and their was a fight to get them back and when they went off road to head east the people that was with them was confused why and where they left from someone alerted the husband and he sent people to retrieve them,,10.0,95.0,stage5_recall_keymoment,"The response focuses on Furiosa smuggling the wives and the pursuit by their husband’s forces, but does not mention the Buzzards, the desert battle, the War Boys' actions, or any of the specific events from the key moment. The recall is limited to the general premise and lacks detail or specificity about the actual battle scene."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,18.1,18.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Mad Max,4 = Extremely confident,4 = Extremely confident,4.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19,19. What happens at the end of this scene?,multiple,recall,target,,Long,Mad Max,C. Furiosa and her crew successfully protect their rig and drive away,C. Furiosa and her crew successfully protect their rig and drive away,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,19.1,19.1. How confident are you in your answer? Please rate your confidence below.,likert,recall,target,,Long,Mad Max,3 = Confident,3 = Confident,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.1,2.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Wonder Woman,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,2.2,2.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Wonder Woman,3 = Confident,3 = Confident,3.0,,,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20,20. Did you understand the scene while watching it last week?,binary,comprehension,target,,Long,Mad Max,3 = Understood it well,3 = Understood it well,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,20.1,20.1. What helped your understanding?,open-ended,comprehension,target,,Long,Mad Max,The scene of the movie attracted my attention and wanted to watch the whole movie at home,The scene of the movie attracted my attention and wanted to watch the whole movie at home,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,21,"21. Consider the image above. Thinking back to the videos you watched last week, what emotions do you remember feeling during this scene? Select all options that apply.",multiple,emotion,target,,Long,Mad Max,"Calm, Amusement","Calm, Amusement",,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,22,22. How easy or difficult was it to remember details from this scene?,likert,strength,target,,Long,Mad Max,3 = Easy,3 = Easy,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,23,"23. Overall, how well do you think you remembered the video content from last week?",likert,general,,,,,3 = Well,3 = Well,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,24,24. How confident are you in your answers on this questionnaire?,likert,general,,,,,3 = Confident,3 = Confident,3.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,25,"25. Did you watch ""Abbott Elementary"" again after the session last week?",,,,,,,No,No,,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,26,"26. Did you watch ""Mad Max: Fury Road"" again after the session last week?",binary,watch,,,,,Yes,Yes,1.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.1,3.1. Did you see this scene in the videos you watched last week?,binary,recognition,distractor,hit,Short,Schittss Creek,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,3.2,3.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,distractor,hit,Short,Schittss Creek,3 = Confident,3 = Confident,3.0,3.0,3.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,4.1,4.1. Did you see this scene in the videos you watched last week?,binary,recognition,key,hit,Short,Abbot Elementary,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,4.2,4.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,key,hit,Short,Abbot Elementary,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,5.1,5.1. Did you see this scene in the videos you watched last week?,binary,recognition,unseen,miss,Short,Abbot Elementary,No,No,0.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,5.2,5.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,unseen,miss,Short,Abbot Elementary,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,6.1,6.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Friends,Yes,Yes,1.0,0.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,6.2,6.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,fake,miss,,Friends,2 = Somewhat confident,2 = Somewhat confident,2.0,2.0,2.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,6.3,6.3. This scene was not in the videos you watched last week. What best explains why you thought it was? Please choose from the options below.,likert,recognition,fake,miss,,Friends,5 = I was unsure and guessed,5 = I was unsure and guessed,5.0,,,,
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.1,7.1. Did you see this scene in the videos you watched last week?,binary,recognition,seen,hit,Long,Mad Max,Yes,Yes,1.0,1.0,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,7.2,7.2. How confident are you in your answer? Please rate your confidence below.,likert,recognition,seen,hit,Long,Mad Max,4 = Extremely confident,4 = Extremely confident,4.0,4.0,4.0,stage3_recognition_confidence,Stage 3 recognition confidence parsed to a 0-4 scale.
20,E,Post,2025-10-19 04:11:33,data/Post/Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv,8.1,8.1. Did you see this scene in the videos you watched last week?,binary,recognition,fake,miss,,Seinfeld,No,No,0.0,,,stage3_recognition_binary,"Stage 3 recognition correctness (1 = aligns with accuracy expectation, 0 = incorrect)."
